symbol,entry_date,exit_date,entry_price,exit_price,return_pct,momentum_7d,period
AMZN,2024-11-29 00:00:00-05:00,2024-12-19 00:00:00-05:00,207.88999938964844,223.2899932861328,7.407760807012247,1.6030491029336982,November 2024
META,2024-11-01 00:00:00-04:00,2024-11-21 00:00:00-05:00,564.9215087890625,560.8675537109375,-0.7176138658297603,0.6156074479043692,November 2024
META,2024-11-08 00:00:00-05:00,2024-11-29 00:00:00-05:00,587.0140380859375,572.0532836914062,-2.5486195259168625,-0.4156647975694626,November 2024
META,2024-11-15 00:00:00-05:00,2024-12-06 00:00:00-05:00,551.89306640625,621.3080444335938,12.57761371769929,-3.1413398889719057,November 2024
META,2024-11-22 00:00:00-05:00,2024-12-13 00:00:00-05:00,556.9332275390625,617.9015502929688,10.947151245277427,-3.596537806752177,November 2024
META,2024-11-29 00:00:00-05:00,2024-12-19 00:00:00-05:00,572.0532836914062,593.6978149414062,3.783656499676021,2.3579125738154794,November 2024
NVDA,2024-11-01 00:00:00-04:00,2024-11-21 00:00:00-05:00,135.35365295410156,146.6197967529297,8.323487067355675,-2.980792125360915,November 2024
NVDA,2024-11-08 00:00:00-05:00,2024-11-29 00:00:00-05:00,147.57945251464844,138.2026824951172,-6.353709720261044,5.949471225787794,November 2024
NVDA,2024-11-15 00:00:00-05:00,2024-12-06 00:00:00-05:00,141.93138122558594,142.40106201171875,0.3309210282300439,-2.4929686574564727,November 2024
NVDA,2024-11-22 00:00:00-05:00,2024-12-13 00:00:00-05:00,141.90139770507812,134.21328735351562,-5.4179243304855556,-2.9534464771766613,November 2024
NVDA,2024-11-29 00:00:00-05:00,2024-12-19 00:00:00-05:00,138.2026824951172,130.6442413330078,-5.469098736470922,-5.958769820714019,November 2024
TSLA,2024-11-22 00:00:00-05:00,2024-12-13 00:00:00-05:00,352.55999755859375,436.2300109863281,23.732134674135523,6.758723347944019,November 2024
TSLA,2024-11-29 00:00:00-05:00,2024-12-19 00:00:00-05:00,345.1600036621094,436.1700134277344,26.36748429714303,-0.24277350806087428,November 2024
AMD,2024-11-01 00:00:00-04:00,2024-11-21 00:00:00-05:00,141.86000061035156,137.49000549316406,-3.0804984480372406,-7.226474911461904,November 2024
